sdp_objval,sdp_solvetime,num_cones,problem_dim,x_dim,num_Aeq,num_Au,num_Al,sdp_canontime,orig_m,orig_n,b_r,K,t
0.3743460056252763,1021.8308319600183,8.0,421.0,88831.0,321.0,2.0,177460.0,324.6056487560272,60.0,40.0,1.0,8.0,0.007161951216103618
0.4613871127363529,1418.5021705309628,8.0,421.0,88831.0,321.0,2.0,177460.0,325.87009596824646,60.0,40.0,1.0,8.0,0.010063825778633163
0.5278475696155045,1367.2467654150096,8.0,421.0,88831.0,321.0,2.0,177460.0,327.46034383773804,60.0,40.0,1.0,8.0,0.010128528542868219
0.43744684533978706,1509.297161324008,8.0,421.0,88831.0,321.0,2.0,177460.0,324.14099860191345,60.0,40.0,1.0,8.0,0.010193647296786694
0.3310324676978613,1054.3197806940298,9.0,461.0,106491.0,361.0,2.0,212780.0,428.6533944606781,60.0,40.0,1.0,9.0,0.005096823648393349
0.8686453391901536,1542.2881344410125,9.0,461.0,106491.0,361.0,2.0,212780.0,407.175039768219,60.0,40.0,1.0,9.0,0.007161951216103618
0.09566393771785897,1554.3814654640155,9.0,461.0,106491.0,361.0,2.0,212780.0,430.24031352996826,60.0,40.0,1.0,9.0,0.010063825778633163
0.3377028000700557,1641.7494563960354,9.0,461.0,106491.0,361.0,2.0,212780.0,407.4221260547638,60.0,40.0,1.0,9.0,0.010128528542868219
0.09483363413718271,1769.8656156219658,9.0,461.0,106491.0,361.0,2.0,212780.0,406.3146059513092,60.0,40.0,1.0,9.0,0.010193647296786694
0.28128533704453584,1510.4650309570134,10.0,501.0,125751.0,401.0,2.0,251300.0,495.2165093421936,60.0,40.0,1.0,10.0,0.005096823648393349
0.13231049053657884,1656.559307782969,10.0,501.0,125751.0,401.0,2.0,251300.0,516.0300335884094,60.0,40.0,1.0,10.0,0.007161951216103618
0.5392731828796311,2103.0948014530004,10.0,501.0,125751.0,401.0,2.0,251300.0,493.4479510784149,60.0,40.0,1.0,10.0,0.010063825778633163
0.4989794783079695,2066.4763921920094,10.0,501.0,125751.0,401.0,2.0,251300.0,518.2428002357483,60.0,40.0,1.0,10.0,0.010128528542868219
0.28938261081606775,1525.8054239709745,10.0,501.0,125751.0,401.0,2.0,251300.0,399.5011956691742,60.0,40.0,1.0,10.0,0.010193647296786694
