sdp_objval,sdp_solvetime,num_cones,problem_dim,x_dim,num_Aeq,num_Au,num_Al,mosek_tol,sdp_canontime,orig_m,orig_n,b_r,b_c,K,t
65.890343236018,66.83909351984039,1.0,141.0,10011.0,41.0,2.0,19780.0,1e-07,23.957686185836792,60.0,40.0,0.5,30.0,1.0,0.010000000000000004
102.94936192950425,71.6895444560796,1.0,141.0,10011.0,41.0,2.0,19780.0,1e-07,23.696751594543457,60.0,40.0,0.5,30.0,1.0,0.012500000000000006
148.26145976212106,68.02292928704992,1.0,141.0,10011.0,41.0,2.0,19780.0,1e-07,23.802260875701904,60.0,40.0,0.5,30.0,1.0,0.015000000000000006
183.11861304440117,75.07009423011914,1.0,141.0,10011.0,41.0,2.0,19780.0,1e-07,23.805556535720825,60.0,40.0,0.5,30.0,1.0,0.016666666666666653
201.82452638861696,73.25122159300372,1.0,141.0,10011.0,41.0,2.0,19780.0,1e-07,24.054282903671265,60.0,40.0,0.5,30.0,1.0,0.01750000000000001
263.6857926831591,76.3340015700087,1.0,141.0,10011.0,41.0,2.0,19780.0,1e-07,23.82858109474182,60.0,40.0,0.5,30.0,1.0,0.020000000000000007
10.108078920314362,148.52701949188486,2.0,181.0,16471.0,81.0,2.0,32660.0,1e-07,41.81117057800293,60.0,40.0,0.5,30.0,2.0,0.010000000000000004
7.194351743540476,160.05090502509847,2.0,181.0,16471.0,81.0,2.0,32660.0,1e-07,41.82763719558716,60.0,40.0,0.5,30.0,2.0,0.012500000000000006
5.561588717003335,159.72854866320267,2.0,181.0,16471.0,81.0,2.0,32660.0,1e-07,42.19430208206177,60.0,40.0,0.5,30.0,2.0,0.015000000000000006
8.135166119754055,160.98685032129288,2.0,181.0,16471.0,81.0,2.0,32660.0,1e-07,41.73595094680786,60.0,40.0,0.5,30.0,2.0,0.016666666666666653
11.395903112277251,153.22442655591294,2.0,181.0,16471.0,81.0,2.0,32660.0,1e-07,42.28008580207825,60.0,40.0,0.5,30.0,2.0,0.01750000000000001
33.40575491804916,159.89556946000084,2.0,181.0,16471.0,81.0,2.0,32660.0,1e-07,42.193222999572754,60.0,40.0,0.5,30.0,2.0,0.020000000000000007
2.143665962252006,251.3189439540729,3.0,221.0,24531.0,121.0,2.0,48740.0,1e-07,67.932448387146,60.0,40.0,0.5,30.0,3.0,0.010000000000000004
1.0212016606287388,273.7984917941503,3.0,221.0,24531.0,121.0,2.0,48740.0,1e-07,68.73809576034546,60.0,40.0,0.5,30.0,3.0,0.012500000000000006
0.3928670443067581,260.75086809694767,3.0,221.0,24531.0,121.0,2.0,48740.0,1e-07,69.71918416023254,60.0,40.0,0.5,30.0,3.0,0.015000000000000006
0.6319446986617052,272.31672943616286,3.0,221.0,24531.0,121.0,2.0,48740.0,1e-07,70.41211318969727,60.0,40.0,0.5,30.0,3.0,0.016666666666666653
1.2952291175055342,257.9576481101103,3.0,221.0,24531.0,121.0,2.0,48740.0,1e-07,68.682443857193,60.0,40.0,0.5,30.0,3.0,0.01750000000000001
9.238477006664203,268.4639024520293,3.0,221.0,24531.0,121.0,2.0,48740.0,1e-07,67.63162899017334,60.0,40.0,0.5,30.0,3.0,0.020000000000000007
0.5295143592067344,405.1945876297541,4.0,261.0,34191.0,161.0,2.0,68020.0,1e-07,101.22334265708923,60.0,40.0,0.5,30.0,4.0,0.010000000000000004
0.167403389235238,381.57071880204603,4.0,261.0,34191.0,161.0,2.0,68020.0,1e-07,102.1063780784607,60.0,40.0,0.5,30.0,4.0,0.012500000000000006
0.040011120128577105,399.09986577322707,4.0,261.0,34191.0,161.0,2.0,68020.0,1e-07,102.94996571540833,60.0,40.0,0.5,30.0,4.0,0.015000000000000006
0.06294207754335446,403.2315732697025,4.0,261.0,34191.0,161.0,2.0,68020.0,1e-07,102.83773922920227,60.0,40.0,0.5,30.0,4.0,0.016666666666666653
